id,restaurant,tag,town,latitude,longitude,address,call,hour,menu,imageURL,thumURL,detail,recommend
45,문스시,#스시 #오마카세 #코스요리,해운대구,35.17031,129.16615,부산 해운대구 좌동순환로 43,051-744-3316,am 11:30 ~ pm 22:00,"오마카세 문 스시, 오마카세 스 스시",https://www.visitbusan.net/uploadImgs/files/cntnts/20200818130348030_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200818130348030_thumbL,"TV프로그램을 통해 소개된 유명 쉐프가 운영하는 일식전문점으로, 기대를 충족하는 수준 있는 요리들과 깔끔하고 세련된 인테리어가 특징이다. 쉐프가 추천하는 음식으로 구성되는 오마카세 스시 코스가 특히 유명하다.",0
46,물꽁식당,#아구찜 #아구수육 #아구탕,중구,35.104504,129.0244,중구 흑교로 59번길3 (보수동2가),051-257-3230,09:00a.m. ~ 22:00p.m.,"아구찜, 아구수육, 아구탕",https://www.visitbusan.net/uploadImgs/files/cntnts/20191218094154651_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191218094154651_thumbL,"59년째 3대를 이어 운영해온 전통 있는 아귀요리전문점으로 신선한 아귀를 사용해 아구찜, 수육, 탕을 만든다. 자극적이지 않은 담백한 맛의 아구찜이 대표메뉴로 오래되었지만 청결한 가게가 인상적이다.",0
47,미락정,#생선구이 #삼겹살 #집밥,동구,35.111916,129.03973,동구 중앙대로180번길 12-13,051-466-1547,am 10:00 ~ pm 20:00,"생선구이, 된장찌개, 고대삼겹볶음",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913104016347_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913104016347_thumbL,"점심시간이 되면 인근의 직장인들로 북적이는 이 곳은 솥밥으로 유명한 가정식식당이다. 재철 재료로 직접 만든 반찬들을 제공하며, 일상적으로 만나는 소박한 메뉴들이지만, 무척 특별한 맛을 가지고 있다.",0
48,미미참족발,#참족발 #족발 #냉채족발,동래구,35.199074,129.11194,부산 동래구 안락로 137,051-531-1235,am 11:30 ~ pm 21:30,"족발, 냉채족발",https://www.visitbusan.net/uploadImgs/files/cntnts/20200820090748035_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200820090748035_thumbL,"십 년째 한 자리에서 부부가 같이 가게를 운영하고 있는 족발요리전문점으로, 족발조리법에 대한 특허를 가지고 있는 식당. 족발 삶을 때 들어가는 재료들은 주인이 직접 산에서 채취하고 동의대 학에 중금속 검사를 거쳐 사용하고 있다. 식어도 굳지 않고 부드러운 족발로 유명하다.",0
49,방코,#화덕피자 #트러플피자 #블루치즈피자,강서구,35.11546,128.92226,"강서구 새진목길 51, 1,2층",051-271-2068,am 11:30 ~ pm 20:30,"풍기 트러플 피자 , 무화과 블루치즈 피자",https://www.visitbusan.net/uploadImgs/files/cntnts/20200818100408773_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200818100408773_thumbL,특이한 외관의 이 건물은 화덕에 구운 피자와 파스타를 만드는 곳이다. 신선한 재료와 새로운 조리법을 사용하여 풍부하고 담백한 맛을 내는 것이 특징이다. 트러플로 향을 낸 피자와 블루치즈를 사용한 피자가 대표메뉴이다.,0
50,배가왕,#칼국수 #김밥 #왕만두,해운대구,35.172676,129.19751,부산 해운대구 송정구덕포길 70-1,051-703-5597,am 11:00 ~ pm 21:00,"배가왕칼국수, 배가왕김밥",https://www.visitbusan.net/uploadImgs/files/cntnts/20200818131333843_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200818131333843_thumbL,"송정 해안가에 위치한 칼국수전문점으로, 국물이 맛있기로 유명하다. 왕만두가 올려져 나오는 칼국수는 테이블에 미리 세팅되어 있는 들깨와 고춧가루 청양고추 등을 첨가하면 더욱 맛있어진다고 한다. 사이드 메뉴인 김밥도 인기메뉴.",0
51,버거샵,#버거 #수제버거 #치즈버거,부산진구,35.15856,129.06306,"부산진구 동천로108번길 11, 1층",051-911-4960,pm 11:30 ~ pm 21:00,"치즈버거, 클래식버거, 베이컨치즈, 멕시칸버거, 감자튀김",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913112340644_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913112340644_thumbL,"직접손질하는 1등급 한우 패티와 매일 아침 구운 브리오슈 번으로 만드는 수제버거전문점으로, 외국인 손님들도 많이 찾는 곳이다. 독특한 인테리어를 즐기며 다양한 소품들도 구입하고 볼 수 있는 가게이다.",0
52,봉식당,#코스요리 #퓨전 #한식,동래구,35.221752,129.08357,부산 동래구 온천장로119번길 26,051-556-9911,12:00p.m. ~ 22:00p.m.,"A코스(1인), B코스(1인)",https://www.visitbusan.net/uploadImgs/files/cntnts/20191220104915203_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191220104915203_thumbL,"한식당을 운영했던 어머니와 프렌치 쉐프인 아들이 함께 음식을 만들고 있는 유니크한 식당 으로, 한식과 양식이 결합된 퓨전코스요리를 만들고 있다. 이 곳의 음식은 간단하게 ‘예쁘고, 맛있다’ 라는 두마디로 표현이 가능하다.",0
53,부산명물횟집,#회 #백반 #광어,중구,35.09714,129.0312,중구 자갈치해안로 55,051-245-4995,11:00a.m. ~ 22:00p.m.,"특회백밥1인분, 회비빔밥1인, 광어회1쟁반, 회무침",https://www.visitbusan.net/uploadImgs/files/cntnts/20191218095111181_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191218095111181_thumbL,1946년부터 운영해 온 무척 유명한 횟집으로 여러 유명인사들의 단골집이기도 하다. 광어회 한 접시에 고기뼈를 푹 고아서 만든 진하고 담백한 맑은 국과 여섯 가지 밑반찬이 나오는 회정식이 인기메뉴이다.,0
54,부흥식당,#제주 #자리돔 #갈치,영도구,35.085815,129.04071,영도구 절영로 104(영선동3가),051-417-0227,11:00a.m. ~ 21:00p.m.,"자리돔회, 자리돔물회, 제주갈치국, 제주갈치찌개",https://www.visitbusan.net/uploadImgs/files/cntnts/20191217113924538_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191217113924538_thumbL,영도의 유명한 제주 자리돔전문점으로 싱싱한 자리돔과 직접 만든 양념장의 맛이 무척 잘 어울린다. 당일 판매 할 수 있는 한정된 양만 판매하고 있는 이 곳은 제주갈치 요리로도 유명하다.,0
55,북경,#중국집 #짬뽕 #짜장면,연제구,35.18377,129.08086,부산 연제구 중앙대로 1076번길 11,051-863-0055,am 11:30 ~ pm 21:30,"짜장면, 짬뽕",https://www.visitbusan.net/uploadImgs/files/cntnts/20200819172514790_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819172514790_thumbL,"연산동의 중심가골목에 위치한 중식당으로 요리를 전문으로 하여 이 지역 회사원들이 회식장소로도 자주 찾는 곳이다. 모든 메뉴의 수준이 높은 곳이기도 하지만, 특히 짜장면이 맛있기로 유명하다.",0
56,북경의자전거,#수타면 #짜장면 #탕수육,북구,35.230934,129.00957,부산광역시 북구 용당로5번길 14,051-335-9294,am 11:30 ~ pm 22:00,"짜장면, 탕수육",https://www.visitbusan.net/uploadImgs/files/cntnts/20200820091146813_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200820091146813_thumbL,"본격적인 중국풍의 인테리어가 특색있는 이 중식당은 중국인 쉐프들이 요리하고 있는 것으로 유명하다. 사용되는 면은 전통방식인 수타로 만들고, 다양하고 많은 종류의 요리들을 만드는 단골 손님이 많은 가게이다.",0
57,산들바람,#해물찜 #꽃게찜 #시원,동래구,35.19958,129.10486,부산 동래구 안락로 71,051-524-3425,11:00a.m. ~ 22:00p.m.,해물찜 / 꽃게찜,https://www.visitbusan.net/uploadImgs/files/cntnts/20191220110638852_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191220110638852_thumbL,"20년째 운영중인 전통향토음식 전문점으로 찜 요리를 주문하면 해물파전, 찜, 낙지 야채 칼국수가 코스처럼 나오는데 맛과 양이 모두 만족스럽다. 밥은 솥밥으로 제공되며, 보쌈과 해물찜이 특히 인기 있다.",0
58,석화정,#석화 #굴 #굴국밥,영도구,35.077095,129.07231,부산 영도구 동심로 42번길 16-11,070-8913-9989,am 09:00 ~ pm 21:30,"굴국밥, 생굴",https://www.visitbusan.net/uploadImgs/files/cntnts/20200819094049234_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819094049234_thumbL,"18년간 운영해 온 굴요리 전문점으로, 재철 생굴, 굴구이, 굴튀김, 굴파전, 굴김치 등 굴을 이용한 다양한 음식들을 즐길 수 있다. 특히, 대표메뉴인 굴국밥은 신선한 자연산 굴을 사용 하여, 깔끔하고 풍부한 맛으로 인기 있다.",0
59,선인장 식당,#선인장 #카레 #함박스테이크,영도구,35.08995,129.05817,영도구 와치로 15,051-462-6267,11:00a.m. ~ 21:00p.m.,"선인장함박, 선인장치킨카레, 선인장야채카레, 선인장치킨슈렉",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913142554230_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913142554230_thumbL,"부부가 함께 운영하는 함박스테이크와 카레가 맛있는 식당으로, 건강하고 좋은 재료로 음식을 만든다. 가게이름처럼 모든 음식과 소스에 ‘노팔선인장’을 첨가하여 만드는 것이 특징이다.",0
60,소문난동래파전,#동래파전 #막걸리 #빈대떡,동래구,35.218555,129.07838,부산 동래구 금강공원로 55,051-553-5464,10:00a.m. ~ 22:00p.m.,"동래파전, 빈대떡",https://www.visitbusan.net/uploadImgs/files/cntnts/20191220132506435_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191220132506435_thumbL,"‘백종원의 3대천왕’이라는 유명 요리버라이어티쇼에 출연했던 곳으로, 금강공원 앞에 위치 하고 있는 유명한 파전전문점이다. 오징어, 새우, 홍합 등 다양한 해물과 돼지고기 위에 계란이 올라가 있는 파전은 초고추장에 찍어 먹는 것이 가장 맛있다고 한다.",0
61,소문난주문진막국수,#막국수 #수육 #사직야구장,동래구,35.195953,129.05959,부산 동래구 사직로 58번길 8,051-501-7856,am 11:00 ~ pm 21:30,"막국수, 수육",https://www.visitbusan.net/uploadImgs/files/cntnts/20200818175630468_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200818175630468_thumbL,"프로야구의 성지인 사직야구장 근처에 있는 아주 유명한 식당으로, 여름에는 정말 오래 기다려야 음식을 맛볼 수 있다. 부산의 대표적인 막국수전문점인 이 곳은 두툼하면서도 극단적으로 부드러운 돼지수육이 더욱 유명하다.",0
62,소수인,#시메사바소베마키 #모찌리도후 #주점,부산진구,35.156704,129.05385,부산진구 가야대로750번길 17,051-808-4036,pm 18:00 ~ am 01:00,"시메사바이소베마키, 모찌리도후, 카키올리브",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913112639309_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913112639309_thumbL,일식을 모티브로 한 새로운 스타일의 요리를 만들고 있는 일본식주점으로 영업을 시작한지 얼마 되지 않아 항상 사람들이 가득한 곳이 되었다. 개성강한 요리들은 술안주로도 식사로도 잘 어울린다.,0
63,송화루,#탕수육 #칠리새우 #정식,동래구,35.20286,129.06548,부산 동래구 아시아드대로207번길 9,051-504-5415,am 11:00 ~ pm 21:30,"탕수육정식 , 칠리새우정식",https://www.visitbusan.net/uploadImgs/files/cntnts/20200818180055758_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200818180055758_thumbL,"조리기능장인 중식의 대가 조창현쉐프가 운영하는 중식당인 이 곳은, 특이하게 중국요리정 식메뉴를 판매하고 있다. 정식에는 짜장면과 짬뽕이 기본으로 나오며, 공기밥도 서비스로 제공된다. 저렴한 가격에 중국식 코스요리를 먹은 느낌을 준다.",0
64,스스키노,#카레 #스프카레 #닭다리스프카레,수영구,35.14218,129.11055,"수영구 남천동로 20, 1층",051-621-2588,am 11:30 ~ pm 22:00,"스프카레, 함박스프카레, 닭다리스프카레",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913135613207_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913135613207_thumbL,"여기에도 사람들이 찾아올까 의문스러운 구석진 곳의 문을 열면 모던한 분위기의 예쁜 가게가 나타난다. 쉽게 접하기 힘든 일본음식 스프카레를 전문으로 하는 이 곳은, 닭육수를 기본으로 17가지 채소, 향신료를 써서 건강한 음식을 만들고 있다.",0
65,스완양분식,#돈까스 #함박스테이크 #오므라이스,동구,35.11807,129.04237,부산 동구 중앙대로236번길 7-5,051-634-2846,am 11:30 ~ pm 20:00,"돈까스, 오므라이스",https://www.visitbusan.net/uploadImgs/files/cntnts/20200818162350301_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200818162350301_thumbL,"샐러드에 쓰는 마요네즈까지 모든 소스를 직접 만들고, 아침마다 전용 망치로 등심을 두드려 편다. 까다로운 조리방식을 고집스럽게 고수하며 만든 돈까스는 아주 오래전 돈까스가 특별한 음식이었던그 때의 맛을 기억나게 한다.",0
66,슬라이스 오브 라이프,#뉴욕스타일 #피자 #맥주,수영구,35.14859,129.1145,"수영구 광안해변로 153, 4층",051-757-4278,pm 17:00 ~ am 01:00,"뉴욕치즈피자, 페퍼로니피자, 브롱스피자, 스파이시갈릭피자, 화이트피자, 비어",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913140001655_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913140001655_thumbL,"부산에 거주하는 외국인들에게 피자가 맛있기로 유명한 뉴욕스타일 피제리아로, 정통 뉴욕 피자를 15가지 수제 맥주 탭과 함께 즐길 수 있는 곳이다. 평일과 금,토,일요일의 영업시간이 다르기 때문에 영업시간 확인은 필수",0
67,식당 3선,#숯불 #돼지갈비 #밀면,북구,35.21927,129.00708,부산 북구 금곡대로 112,051-333-0050,am 11:00 ~ pm 23:00,"양념돼지갈비(330g), 고추장돼지갈비(330g)",https://www.visitbusan.net/uploadImgs/files/cntnts/20200819154140644_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819154140644_thumbL,"숯불구이, 파삼겹구이, 밀면 등을 맛볼 수 있는 식당인 이곳은 나이와 취향에 관계없이 즐길 수있는 대중적인 맛이 특징으로, 넓은 공간을 가지고 있어 가족외식장소로 인기 있다. 메인요리인 숯불구이는 조리되어 제공되어서 먹기 편하다.",0
68,식당 토성동,#한입 #스테이크 #덮밥,서구,35.097954,129.02257,부산 서구 구덕로 124번길 27,010-4679-1425,am 10:30 ~ pm 20:00,"한입 스테이크 덮밥, 돈카츠정식",https://www.visitbusan.net/uploadImgs/files/cntnts/20200819133843312_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819133843312_thumbL,"의외의 장소에 자리하고 있는 아담하고 예쁜 인테리어의 덮밥전문점으로, 간단한 음식, 깔끔한 맛, 친절한 서비스로 유명한 곳이다. 모든 음식이 인기메뉴이긴 하지만, 손질과 숙성을 거쳐 부드러운 맛의 한입 스테이크 덮밥이 대표메뉴라고 한다.",0
69,신발원,#군만두 #고기만두 #겉바속촉,동구,35.114815,129.03873,동구 대영로243번길62,051-467-0177,am 11:00 ~ pm 20:00,"고기만두, 군만두",https://www.visitbusan.net/uploadImgs/files/cntnts/20191220111654951_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191220111654951_thumbL,"부산차이나타운의 양대 만두전문점 중 하나인 유명한 식당으로, 시간과 관계없이 길게 줄이 서있는 곳이다. 중국빵과 만두를 전문으로 하는 이 곳의 만두는 두께감이 느껴지는 푹신한 만두피와 풍부한 육즙의 고기만두가 대표음식이다.",0
70,신흥반점,#짬뽕 #탕수육 #깐풍기,서구,35.09595,129.02463,서구 충무대로 284-1,051-242-6164,am 11:00 ~ pm 21:30,"짬뽕, 자장면, 깐풍기, 삼선볶음밥",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913133410983_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913133410983_thumbL,"2대째 운영 중인 신흥반점은 서구에서 55년 동안 화교 가족들이 운영해오고 있는 곳으로, 중국 현지의 식당 같은 분위기의 가게에서 다양한 중국요리를 맛 볼 수 있다. 짬뽕국물과 깐풍기가 이 곳에서 추천하는 인기 메뉴이다.",0
71,심우촌,#오리 #백숙 #정식,북구,35.24159,129.02373,부산 북구 산성로 100,051-332-4535,am 10:00 ~ pm 22:00,"오리백숙, 오리정식",https://www.visitbusan.net/uploadImgs/files/cntnts/20200819154234479_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819154234479_thumbL,"금정산 끝자락의 개울 앞에 위치하는 오리고기전문점으로, 주인의 형제들이 직접 농사지은 재료를 사용하여 음식을 만들고 있다. 국내산 한약 재료를 넣고 푹 삶아 만든 백숙과 석쇠에 구운 오리가 제공되는 오리정식이 대표메뉴다.",0
72,쌍둥이돼지국밥,#돼지국밥 #백반 #수육,남구,35.131783,129.09239,남구 유엔평화로 35-1,051-628-7021,am 09:00 ~ am 24:00,"돼지국밥, 수육백반",https://www.visitbusan.net/uploadImgs/files/cntnts/20191219143010570_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191219143010570_thumbL,"식사시간에는 길게 줄을 선 모습을 볼 수 있는 유명한 식당으로, 부산의 수 많은 돼지국밥 전문점 중에서도 손에 꼽히는 식당 중 한 곳이다. 아주 부드러운 돼지고기수육이 유명하다.",0
73,양평칼국수,#칼국수 #비빔칼국수 #고기만두,사하구,35.048454,128.967,사하구 다대로 680-1,051-265-0907,am 11:00 ~ pm 20:30,"양평칼국수, 비빔칼국수, 멸치칼국수, 고기만두",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913114940489_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913114940489_thumbL,"다대포 해수욕장 인근의 식당으로 20년 경력의 칼국수 장인인 주인이 직접 반죽한 숙성면에 국산 배추로 매일 매일 담는 김치가 매력을 더한다. 여름에만 맛 볼 수 있는 냉칼국수, 냉콩칼국수 등의 한정메뉴들도 무척 인기 있다.",0
74,얼크니손칼국수,#손칼국수 #샤브샤브 #볶음밥,기장군,35.255756,129.21614,부산 기장군 기장읍 차성로 417번길 18,051-721-3487,am 11:30 ~ pm 21:30,"얼크니손칼국수, 만두",https://www.visitbusan.net/uploadImgs/files/cntnts/20200819144753937_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819144753937_thumbL,"간단히 준비된 샤브샤브를 먹은 후 직접 면을 넣고 조리해 먹는 칼국수 가격에 비해 푸짐한 재료들이 특징이다. 먼저 샤브샤브를 먹고 그 국물에 칼국수를 만들어 먹고 나면, 점원이 볶음밥을 만들어 준다.",0
75,엄용백 돼지국밥,#돼지국밥 #부산식 #밀양식,수영구,35.16623,129.1172,"수영구 수영로680번길 39, 1층",051-757-8092,am 11:30 ~ pm 22:00,"부산식돼지국밥, 밀양식돼지국밥, 돼지수육",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913140312298_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913140312298_thumbL,"다양한 업종에서 10년 이상의 요리경력을 가진 부산출신 베테랑 쉐프들이 모여 만든 돼지국밥전문점으로, 두부, 부추, 마늘 등과 함께 먹는 수육이 특히 유명하며 육수가 다른 두 가지 종류의 돼지국밥과 다양한 음식들을 선보이고 있다.",0
76,연산낙지해물탕,#해물탕 #산낙지 #해산물,연제구,35.182316,129.10692,부산 연제구 괴정로 121,051-758-8838,am 11:30 ~ pm 21:30,"해물탕, 산낙지전골",https://www.visitbusan.net/uploadImgs/files/cntnts/20200819103408604_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819103408604_thumbL,"해물탕은 원래 푸짐한 해산물들이 담겨 나오는 음식이지만, 이 곳의 해물탕은 음식을 잘모르는 사람도 싱싱하다는 것을 알 수 있는 해산물들이 뚜껑이 닫히지 않을 정도로 담겨 나온다. 해물탕이 익을 때쯤 살아있는 낙지를 손질해 넣어주는 것이 특징이다.",0
77,영도우,#피자 #파스타 #스테이크,영도구,35.08781,129.06128,영도구 조내기로5번길 2,070-4659-0169,am 11:30 ~ pm 22:00,"영도우피자, 불고기피자, 청학동파스타, 안심스테이크",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913152113856_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913152113856_thumbL,부산항이 한눈에 들어오는 장소에 위치한 피자전문점으로 자체개발한 도우로 만든 테두리가 없는 사각형의 디트로이트식 피자가 대표메뉴이다. 임실치즈를 아낌없이 사용하여 풍부한 치즈의 맛을 즐길 수 있다.,0
78,영변횟집,#세꼬시 #모둠회 #활어,해운대구,35.1808,129.20293,부산 해운대구 송정해변로 30,051-703-7590,11:00a.m. ~ 21:30p.m.,"새꼬시(넙치), 모듬회",https://www.visitbusan.net/uploadImgs/files/cntnts/20200818134302422_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200818134302422_thumbL,"뼈와 함께 먹는 잘게 썬 세꼬시가 특히 유명한 생선회전문점으로, 도다리, 광어, 우럭, 돌돔, 농어 등 다양한 활어를 철에 따라 즐길 수 있다. 특히 가자미나 광어를 이용한 세꼬시가 인기 메뉴로 회를 주문하면 상을 꽉 채우는 반찬과 해산물 등이 함께 제공된다.",0
79,영진돼지국밥,#돼지국밥 #국밥 #수육백반,사하구,35.09664,128.95784,사하구 하신번영로157번길 39,051-206-3820,am 09:30 ~ pm 21:30,"수육백반, 돼지국밥, 순대국밥,  내장국밥",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913131201409_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913131201409_thumbL,"유명한 돼지국밥 전문점 중 한 곳으로, 항상 많은 사람들이 찾아오는 곳이다. 돼지 특유의 냄새를 제거하여 깔끔하고 담백한 맛을 자랑하며 수육과 두부, 볶음김치가  함께 나오는 수육백반이 무척 인기 있다.",0
80,예이제,#한식당 #한정식 #한식,해운대구,35.16123,129.16664,해운대구 해운대해변로298번길 29 해운대푸르지오시티 2층,051-731-1100,12:00p.m. ~ 22:00p.m.,"런치, 중코스",https://www.visitbusan.net/uploadImgs/files/cntnts/20200818133818412_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200818133818412_thumbL,"해운대 해변인근에 위치한 한정식전문점으로, 가족모임이나 손님 대접 등으로 많이 찾는 곳이다. 주인이 직접 고른 제철 식재료와 지인이 운영하는 농장에서 키운 채소를 사용하는이 곳은 먹는 것이 고민스러울 정도로 예쁜 음식이 특징이다.",0
81,옛날 오막집,#곱창 #대창 #특양,서구,35.108913,129.0199,서구 구덕로 274번길 14,051-243-6973,12:00p.m. ~ 21:30p.m.,"특양 150g, 곱창 160g, 대창 160g, 양념갈비 280g",https://www.visitbusan.net/uploadImgs/files/cntnts/20191219141858821_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191219141858821_thumbL,1958년부터 운영하고 있는 유명한 내장구이전문점으로 오랜 세월 사랑받고 있는 곳이다. 이 곳의 내장구이는 전통만큼이나 각별한 맛을 자랑하는데 함께 제공되는 장아찌와 나물들을 곁들여 먹으면 또 다른 맛을 즐길 수 있다.,0
82,오륙도 가원,#한우 #갈비살 #건축상,남구,35.106773,129.11171,부산 남구 백운포로 14,051-635-0707,am 11:30 ~ pm 22:00,"등심, 갈빗살",https://www.visitbusan.net/uploadImgs/files/cntnts/20200818151745396_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200818151745396_thumbL,"건축상을 받은 아름다운 외관과 잘 가꾸어진 넓은 잔디정원이 인상적이다. 이 곳은 유명한 한우숯불구이 전문식당으로, 제공되는 음식과 서비스 등 모든 것이 무척 고급스럽다.",0
83,옹기마을,#보리밥 #팥 #칼국수,동래구,35.199234,129.0985,동래구 충렬대로359번길 29,051-524-5595,am 10:00 ~ pm 22:00,"보리밥, 팥칼국수",https://www.visitbusan.net/uploadImgs/files/cntnts/20191220133017336_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191220133017336_thumbL,"이 지역 사람들에게 꾸준히 사랑받고 있는 소박한 식당으로, 보리밥과 칼국수 전문식당이다. 다양한 나물과 양념 그리고, 된장찌개를 넣어 비벼먹는 보리밥과 함께 쉽게 보기 힘든 메뉴인 팥 칼국수가 인기메뉴이다.",0
84,용장어요리 전문점,#덮밥 #민물장어 #바다장어,강서구,35.11817,128.89203,강서구 낙동남로 682번길94,051-941-5031,11:30a.m. ~ 22:00p.m.,"민물장어양념구이덮밥, 바다장어양념구이덮밥",https://www.visitbusan.net/uploadImgs/files/cntnts/20200818102206448_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200818102206448_thumbL,"아주 유명한 장어요리전문 식당으로, 여러 개의 독립된 룸과, 넓은 주차장을 갖추고 있다. 특제 소스를 사용한 바다장어와 민물장어의 구이와 덮밥이 인기메뉴이며, 아나고 회 등 특색 있는 음식이 준비되어 있다.",0
85,원산면옥,#평양냉면 #함흥냉면 #왕만두,중구,35.098976,129.03105,중구 광복로 56-8,051-245-2310,11:00a.m. ~ 21:30p.m.,"평양냉면, 함흥냉면, 왕만두, 수육",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913153317155_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913153317155_thumbL,"60여년의 전통을 가진 냉면전문점으로 3대째 운영하고 있는 무척 유명한 곳이다. 한우와 국내산 생 돼지고기, 생닭을 사용하고 10여 가지 재료가 들어간 육수로 만든 냉면은  변하지 않는 맛을 자랑한다.",0
86,원조석대추어탕,#추어탕 #가마솥 #가오리찜,해운대구,35.2195,129.12512,부산 해운대구 반송로 571번길 5,051-523-2867,08:30a.m. ~ 21:00p.m.,"추어탕, 가오리찜",https://www.visitbusan.net/uploadImgs/files/cntnts/20191219104936271_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191219104936271_thumbL,"입구를 들어서면 가득 쌓인 장작과 아궁이에 올려 진 커다란 무쇠솥이 눈에 들어온다.유명한 추어탕전문점인 이 곳의 추어탕은, 강한 화력으로 오래 끓여 부드럽고 풍부한 맛이 특징으로, 논고동무침과 가오리찜도 인기 있다.",0
87,원조한양족발,#시장 #족발 #냉채족발,중구,35.099903,129.02715,부산 중구 광복로 13,051-246-3039,11:00p.m. ~ 24:00p.m.,"족발, 냉채족발",https://www.visitbusan.net/uploadImgs/files/cntnts/20191218102958937_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191218102958937_thumbL,"35년 간 국내산 돼지 족을 사용하여 족발을 만들고 있는 유명한 족발전문점으로, 하루 2번 매장에서 삶은 신선하고 싱싱한 족발 맛으로 유명하다. 고기를 얇게 썰어 맛과 식감을 살린 족발과 냉채 족발이 대표메뉴",0
88,원조할매복국,#복국 #복수육 #지리,해운대구,35.160915,129.17152,부산 해운대구 달맞이길 62번길 28,051-747-7625,07:00a.m. ~ 21:30p.m.,"복지리, 흰밀복수육",https://www.visitbusan.net/uploadImgs/files/cntnts/20191219134018171_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191219134018171_thumbL,"‘복국촌’으로 알려진 미포 지역의 대표적인 복요리 전문점으로, 부산 향토 음식점 31곳 중하나이다. 복어를 사용한 맑은 탕인 복지리가 대표메뉴이며, 복어죽과 수육, 복불고기와 복어찜 등의 요리도 맛볼 수 있다.",0
89,육면정,#구이전문 #소고기 #구이전문,남구,35.148415,129.09482,남구 황령대로 329,051-623-6667,am 11:30 ~ pm 22:00,"생진갈비살150g, 양념갈비300g, 갈비살양념구이250g",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913100010495_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913100010495_thumbL,"다양한 연회석과 어린이 시설, 넓은 주차장을 가지고 있는 큰 규모의 구이전문식당으로 질 좋은 소고기와 신선한 야채들을 제공하고, 최고등급의 위생수준을 인증 받았다. 단체모임이나 가족외식하기 좋은 곳 이다.",0
